page_title,page_id
Apatite,140627
Aperture,47474
Aperture priority,1891604
Aperture synthesis,881311
Apheresis,988637
Aphidoletes aphidimyza,10831706
Apicoaortic conduit,33516077
Apito,19736676
Apk (file format),19882369
Apochromat,767329
Apollo Abort Guidance System,13265248
AppleScript,88392
Apple Disk Image,30865034
Apple File System,50801508
Apple II graphics,16733484
Apple Icon Image format,3793697
Apple Lisa,77118
Apple Maps,37093440
Apple Push Notification service,22035862
Apple SIM,44201691
Apple SOS,255308
Apple TV app,52953484
Apple Video,39016366
Apple Wallet,37092615
Apple box,711599
Apple chip,46634117
Apple pointing devices,15313354
Application-Layer Protocol Negotiation,36459063
Application-specific integrated circuit,147845
Application Portability Profile,39961773
Application Request Routing,40129823
Application Response Measurement,5747099
Application checkpointing,416765
Application delivery controller,11323169
Application delivery network,10476514
Application directory,3668017
Application firewall,956499
Application layer,172179
Application server,165154
Application sharing,5472872
Application software,454746
Application streaming,6973485
Applications of capacitors,21152701
Applications of nanotechnology,38324933
Applied behavior analysis,1781075
Applied element method,23960842
Appointment scheduling software,3277841
Appropriate technology,190450
Approximate Bayesian computation,11864519
Approximate computing,49277634
Approximate entropy,34073649
Approximate string matching,3537993
Aprotinin,4628609
AptX,21686337
Aptamer,1970691
Aptana,6172092
Aptitude (software),3663234
Aqion,37699547
Aqua (user interface),471309
Aqua regia,62929
Aquaculture,1634
Aquaculture of salmonids,22726521
Aquad,32895136
Aquadag,5655722
Aquarium filter,10399667
Aquatic therapy,15048490
Aqueous battery,12298837
Aquifer test,1079129
Aquifer thermal energy storage,45228255
ArVid,8937839
Arabic script,6685329
Arabinogalactan,20932581
Arabinopyranosyl-N-methyl-N-nitrosourea,41761607
Aragonite,183970
Araldite,1086081
Aramaic alphabet,960
Aramid,270981
ArangoDB,47577922
Arbitrary-precision arithmetic,600892
Arbitrary slice ordering,25348948
Arbuscular mycorrhiza,1372958
ArcGIS,2783580
ArcInfo,4071206
Arc flash,5081562
Arc suppression,32853388
Arcade cabinet,961381
Arcadia (engineering),49142274
Arch dam,866601
Archaeol,19523040
Archimedean spiral,61559
Archimedes' screw,53686
Archimedes number,342113
Architectural endoscopy,48783506
Architectural lighting design,1876356
Architectural metals,14030025
Architectural model,7742793
Architectural rendering,82793731
Architectural terracotta,5666707
Architecture,21296224
Architecture of the oil tanker,19850572
Archival Resource Key,24485224
Archive.today,40629226
Arclight,472376
Arden syntax,2661240
ArduPilot,37663509
Area chart,11731170
Area rule,34036
Argan oil,3820407
Arginylglycylaspartic acid,23675953
ArgoUML,2899
Argon,896
Argon flash,9480763
Argon fluoride laser,29293276
Argon oxygen decarburization,13422294
Argon plasma coagulation,5175674
Argument map,6190251
Argus retinal prosthesis,38555995
Aripiprazole lauroxil,47681117
Arisaka,293797
Arithmetic coding,62545
Arithmetic logic unit,27046146
Arithmetic shift,40725
Arithmometer,1212596
Arm Image Format,36271449
Armet,1227111
Armies in the American Civil War,50502333
Armillary sphere,174410
Armodafinil,3439669
Armoured cable,20092561
Armoured fighting vehicle,2148
Armoured personnel carrier,19278686
Armstrong's mixture,1794051
Army Combat Shirt,11066835
Aromatase inhibitor,1547073
Aromatic sulfonation,2372978
Arrangement,2414
Array (data structure),2052
Array DBMS,36394365
Array gain,10359011
Array processing,1326926
Array programming,890887
Arrayed waveguide grating,2271614
Arrow,51513
Arrow keys,1594727
Arsenic acid,2390624
Arsenic trioxide,2067748
Arsenic trisulfide,1114239
Artefill,14040268
Artemether,1406840
Artemether/lumefantrine,4900681
Artemisia princeps,15288341
Artemisinin,727067
Arterial line,1526944
Arthrobacter,40127
Arthrobotrys oligospora,52254368
Arthrocentesis,12193782
Arthrodesis,2720624
Arthrogram,2696648
Arthroplasty,1887540
Arthropod adhesion,46344435
Arthroscopy,210168
Arthrospira,80299571
Arthrospira platensis,80120793
Article element,42703863
Articulated body pose estimation,13274389
Articulated bus,937446
Articulated hauler,11378941
Articulation Index,9908355
Articulator,4661818
Articulatory synthesis,8285510
Artificial Christmas tree,20727721
Artificial Intelligence for Digital Response,52795774
Artificial bone,23035006
Artificial cell,4630125
Artificial cranial deformation,8097941
Artificial daylight supplementation,53352429
Artificial gene synthesis,11913227
Artificial gravity,1137568
Artificial hair integrations,2460120
Artificial heart,256461
Artificial insemination,213070
Artificial kidney,2400647
Artificial leather,2033875
Artificial lift,7569885
Artificial muscle,33413026
Artificial nails,21347855
Artificial neuron,349771
Artificial reef,1048922
Artificial rupture of membranes,25718933
Artificial seawater,12851541
Artificial skin,20987851
Artificial stupidity,16707204
Artificial sunlight,5548064
Artificial tears,2361002
Artificial transcription factor,6732090
Artificial turf,1156289
Artificial urinary sphincter,40924799
Artificial vagina,20691640
Artificial ventilation,968873
Artificial wave,3495374
Artillery,2508
Artillery fuze,25368713
Artistic video wall,49487572
Arxula adeninivorans,11023071
Aryl halide,648787
Asafoetida,193366
Asana,621809
Asao (codec),12697699
Asbestine,3854513
Asbestos,21492663
Asbestos cement,1659281
Ascaridole,3418953
Ascophyllum,1847838
Ascorbate peroxidase,5712595
Aseptic sampling,24341223
Asfotase alfa,50368559
Ashlar,1281802
Ashtray,1648534
Asm.js,38962533
Asparaginase,2961342
Asparagopsis,43744442
Aspartame,2752
Aspartic acid,63540
Aspect ratio (image),30876233
Aspergillus niger,312439
Aspergillus oryzae,2417703
Asphalt concrete,387797
Asphalt roll roofing,23268911
Asphalt shingle,5241974
Aspheric lens,2971902
Aspirin,1525
Assay,496309
Assembly language,1368
Assistive eating devices,43998818
Assistive technology,653
Associated petroleum gas,31834473
Association list,394077
Association mapping,25273326
Association rule learning,577053
Associative array,95154
Associative containers (C++),33977314
Astatine,901
Astaxanthin,1007331
Asteroid impact avoidance,174069
Asteroid mining,1667490
Astra (software),47498739
Astrocaryum,7985792
Astronaut training,34892999
Astrophotography,143115
Asymmetric PCR,53625590
Asymmetric ester hydrolysis with pig-liver esterase,27952439
Asymmetric flow field flow fractionation,32233575
Asymmetric hydrogenation,19425312
Asymptote (vector graphics language),3469522
Asynchronous Transfer Mode,2499
Asynchronous circuit,1627162
Asynchronous communication,2506
Asynchronous method invocation,19662248
Asynchronous muscles,53931654
Ataluren,13883630
Atari Program Recorder,46195253
Atezolizumab,46868318
Atherectomy,22360093
Athlon,3060
Atipamezole,16913189
Atmometer,3666609
Atmospheric-pressure chemical ionization,3057994
Atmospheric-pressure plasma,22130330
Atmospheric model,5444216
Atmospheric radiative transfer codes,10395600
Atmospheric reanalysis,25144285
Atmospheric water generator,4658654
Atom interferometer,1835170
Atom laser,3448809
Atom probe,3211
Atom transfer radical polymerization,2918518
Atomic absorption spectroscopy,2637
Atomic battery,1634352
Atomic force microscopy,227982
Atomic layer deposition,3607910
Atomic line filter,4909834
Atomic vapor laser isotope separation,1324953
Atomtronics,11630614
Atorvastatin,634622
Atosiban,1307566
Atovaquone,2869000
Atractylodes,5233268
Atrazine,1762549
Atropine,145159
Attachment measures,5761692
Attack Surface Analyzer,30984143
Attack tree,4339301
Attenuated total reflectance,5398131
Attenuated vaccine,11365279
Atterberg limits,2922005
Attitude indicator,315968
Attribute-based access control,11353293
Attribute grammar,479975
Atypical antipsychotic,185272
Audience response,5648093
AudioID,16945305
Audio Interchange File Format,66785
Audio Lossless Coding,3580681
Audio Messaging Interchange Specification,19366767
Audio Units,652716
Audio Video Standard,324955
Audio analyzer,32570884
Audio and video interfaces and connectors,21393793
Audio crossover,96692
Audio feedback,176695
Audio file format,2316
Audio filter,370157
Audio forensics,35369990
Audio headset,15460472
Audio induction loop,21471286
Audio mining,14004969
Audio multicore cable,452492
Audio over IP,13771799
Audio plug-in,33634916
Audio power amplifier,92791
Audio search engine,14064991
Audiogram,2485942
Audiometer,2739229
Audiometry,1374343
Audion,298975
Audiovisual,11604823
Audit trail,40742
Auditory brainstem response,6259764
Auditory display,12393540
Auditory masking,9736652
Augmented Reality Markup Language,40040370
Auranofin,6045310
Authentication protocol,536697
Authenticator,40745
Auto-Tune,2661948
Auto-defrost,2420747
AutoAnalyzer,2382486
AutoCAD,2753
AutoHotkey,1485612
AutoLISP,51458
AutoPlay,1940236
AutoRun,1940223
Auto clicker,12309290
Auto dialer,33564739
Autoclave,251401
Autoclaved aerated concrete,2624245
Autocollimator,5041589
Autocomplete,669025
Autocorrection,4142510
Autocorrelator,5251146
Autodesk Inventor,25892219
Autodesk Mudbox,7934857
Autodyne,6365606
Autoencoder,6836612
Autogyro,62709
Autoinjector,285911
Autoloader,2298903
Autologous conditioned serum,36721212
Automated ECG interpretation,25678949
Automated Neuropsychological Assessment Metrics,32106850
Automated Weather Source,31974220
Automated X-ray inspection,13414189
Automated airport weather station,14032635
Automated attendant,995064
Automated dispensing cabinet,27658553
Automated emergency braking system,35054066
Automated external defibrillator,286399
Automated fare collection,33643493
Automated guided vehicle,3733220
Automated manual transmission,2646311
Automated parking system,37650848
Automated planning and scheduling,1505641
Automated pool cleaner,5055767
Automated reasoning,2884728
Automated storage and retrieval system,4999945
Automated synthesis,47013690
Automated telephone survey,7949527
Automated theorem proving,2546
Automated tissue image analysis,18963457
Automated whole-breast ultrasound,44460401
Automatic Packet Reporting System,489450
Automatic Storage Management,4010365
Automatic Warning System,1185168
Automatic bleeding valve,49201374
Automatic bug fixing,48892446
Automatic calculation of particle interaction or decay,17157367
Automatic center punch,15222398
Automatic differentiation,734787
Automatic faucet,26346441
Automatic firearm,768511
Automatic gain control,234062
Automatic generation control,33409078
Automatic identification system,1825702
Automatic lamp changer,36135502
Automatic lathe,29477317
Automatic link establishment,40753
Automatic lubrication system,25155005
Automatic meter reading,435397
Automatic number-plate recognition,1657551
Automatic parking,5926392
Automatic picture transmission,1237523
Automatic programming,1118035
Automatic quartz,3907710
Automatic shotgun,21179679
Automatic summarization,637199
Automatic target recognition,15271586
Automatic taxonomy construction,41651252
Automatic test equipment,1430450
Automatic test pattern generation,374448
Automatic tool changer,45704362
Automatic train control,1718054
Automatic train operation,1769301
Automatic train stop,2275368
Automatic transmission,334940
Automatic transmission fluid,5555202
Automatic vehicle location,369646
Automatic watch,3679872
Automixer,19577284
Automobile auxiliary power outlet,10407767
Automobile handling,779651
Automotive aerodynamics,200612
Automotive air conditioning,33916504
Automotive battery,1164345
Automotive design,1954241
Automotive electronics,22221458
Automotive engine,3633926
Automotive lighting,2357908
Automotive navigation system,1445706
Automotive oil recycling,22834446
Automotive paint,11814346
Automotive safety,330341
Autonomic computing,658223
Autonomous aircraft,47170708
Autonomous detection system,12308997
Autonomous robot,48049
Autonomous system (Internet),312399
Autonomous underwater vehicle,1885043
Autopatch,570875
Autopen,1204311
Autorack,1136114
Autoradiograph,617003
Autorefractor,2455053
Autosampler,50710072
Autosave,3908170
Autotransformer,1080101
Autotransfusion,14235668
Auxenochlorella protothecoides,13130407
Auxiliary power unit,61271
Auxin,496667
Avalanche control,13433338
Avalanche diode,243420
Avalanche rescue,21487406
Avalanche transceiver,10846132
Avalanche transistor,2773192
Avelumab,48712877
Avenanthramide,4083808
Averaged one-dependence estimators,24455245
Avermectin,5804791
Avgas,191184
Aviation,58422
Aviation biofuel,17903761
Aviation obstruction lighting,7400574
Aviation safety,682931
Aviation transponder interrogation modes,15581418
Avid DNxHD,2386798
Avid Media Illusion,6162469
Avidin,2928327
Avocado oil,5864788
Avoiuli,25713144
Avometer,4276759
Awake craniotomy,48986838
Axenic,8868378
Axial compressor,1605425
Axial cut,1620814
Axial engine,3240922
Axial fan design,39358688
Axial piston pump,3645679
Axicon,7614242
Axle counter,4643419
Axonometric projection,462311
Ayurveda,236674
Azacitidine,2085633
Azadirachta indica,44930
Azadirachtin,226847
Azaperone,10979197
Azapirone,802952
Azathioprine,504543
Azelaic acid,2711660
Azide,248135
Azimuth compass,41821489
Azimuth thruster,727088
Azimuthal equidistant projection,1094867
Azine,3301333
Azinphos-methyl,5540117
Aziridine,2447910
Azithromycin,683026
Azo coupling,2531376
Azobenzene,1107528
Azodicarbonamide,2904705
Azole,1855019
Azolla,507709
Azomethine ylide,3359945
Azon,1729421
Azorubine,3249396
Azotobacter,1560158
Azotobacter chroococcum,48678250
Azotobacter salinestris,50354427
Azoximer bromide,42563491
Aztec Code,650615
Aztreonam,695438
Azul e branco soap,11040667
Azure Cognitive Search,49261422
Azurite,458350
B+ tree,1326443
B-MAC,7402971
BASIC,4015
BASIC extension,2793371
BBC iPlayer,2508745
BBM (software),17932449
BCDMOS,18576099
BCG vaccine,4191
BEL Battle Field Surveillance Radar,18757600
BET theory,2065886
BFAST,26062673
BINAP,1459432
BIOPAN,39993849
BLAST (biotechnology),363695
BLISS signature scheme,50701148
BLOSUM,5558617
BMP file format,250336
BNCR mount,4513704
BNC connector,79115
BODIPY,17152392
BPDA,22704192
BRENDA,1904560
BRFplus,32797209
BSON,22983504
BTDigg,31989451
BZK,9480560
BabelNet,37291130
Baby bottle,216631
Baby monitor,1394141
Bacillus amyloliquefaciens,4976288
Bacillus licheniformis,5276955
Bacillus phage,5741651
Bacillus pumilus,33780766
Bacillus subtilis,866377
Bacillus thuringiensis,4184
Bacitracin,885972
Back-fire,1915745
Backchannel,1880985
Backdoor (computing),360788
Backend as a service,37198036
Backfeeding,1291730
Backflow prevention device,767292
Background Intelligent Transfer Service,4228351
Background debug mode interface,7588022
Background music,518339
Backhoe loader,490068
Backing track,7634770
Backmasking,18589482
Backplate and wing,1260950
Backsaw,1567306
Backscatter X-ray,1203072
Backspace,1017421
Backstaff,974163
Backstay,333968
Backstroke,367428
Backup,533867
Backup and Restore,12663336
Backup software,2318943
Backward diode,14348445
Bacterial capsule,1368466
Bacterial cellulose,33177867
Bacterial conjugation,4460
Bacterial display,3777533
Bacterial microcompartment,16999078
Bacterial nanowires,22938418
Bacterial one-hybrid system,21673918
Bacteriocin,63790
Bacteriological water analysis,576557
Bacteriophage,4185
Bacteriotherapy,41403522
Baffle (heat transfer),22128220
Bafilomycin,4128733
Bag-of-words model,14003441
Bag-of-words model in computer vision,14647485
Bag valve mask,1862226
Bagasse,607470
Baggage,979665
Bagh print,44830469
Baghouse,32272502
Bagolini Striated Glasses Test,44190098
Baicalin,16996682
Bain-marie,4990
Bainite,288452
Bajo sexto,1633607
Bak file,20755696
Bakelite,4485
Baker's yeast,194685
Bakery mix,17555258
Baking mix,46904108
Baking powder,193284
Bakken formation,14210322
Balaclava,1874475
Balance bike,10150117
Balance board,4862767
Balance shaft,1142259
Balanced-arm lamp,10466116
Balanced audio,258958
Balanced ternary,376757
Balancer chromosome,8485040
Balancing machine,6142621
Baler,758445
Baling wire,2133723
Ball-and-disk integrator,37725306
Ball-peen hammer,1156778
Ball (association football),5491211
Ball bearing,198101
Ball detent,2940943
Ball joint,4069796
Ball mill,854175
Ball screw,4815926
Ball valve,615402
Ballast cleaner,11826030
Ballast regulator,16938251
Ballbot,6457436
Ballistic Recovery Systems,2503308
Ballistic eyewear,32278215
Ballistic gelatin,586066
Ballistic missile,38025
Ballistic nylon,2488280
Ballistic training,12235163
Ballistics,212094
Balloon (aeronautics),809005
Balloon loop,1903216
Ballpoint pen,4519
Balsam of Peru,4267751
Bamboo,39029
Bamboo charcoal,8481442
Bamboo textile,18401088
Banana bag,6645752
Banana flour,44049776
Banana leaf,7467175
Banana powder,29746569
Band-pass filter,254930
Band-stop filter,380487
Band (software),42042702
Band brake,6367125
Band matrix,1451476
Bandage scissors,13999613
Bandsaw,827069
Bandura,416795
Bandwidth throttling,1653981
Bangalore torpedo,277784
Banjo fitting,15996507
